premise,hypothesis,label,Target_sentence_position,Experiment_or_filler,Number_of_propositions,Condition,group
The churchgoer replaced the flutist after the secretary mailed the invitation the guests because the ceo begrudged the shopper.,The flutist replaced the churchgoer.,non-entailment,second,Filler,three,DoubleObjectConstruction_implausible,
The hero antagonized the logician after the store offered the discount the customers when the golfer squeezed the envoy.,The logician antagonized the hero.,non-entailment,second,Filler,three,DoubleObjectConstruction_implausible,
The flutist commended the stranger and the butler remembered the plaintiff but the debtor owed the debt the creditor.,The stranger commended the flutist.,non-entailment,third,Filler,three,DoubleObjectConstruction_implausible,
The professor befriended the orthopedist and the programmer contradicted the mayor when the student passed the note the classmate.,The orthopedist befriended the professor.,non-entailment,third,Filler,three,DoubleObjectConstruction_implausible,
The victim infected the pianist and the shortstop pursued the invalid because the customer paid the bill the cashier.,The pianist infected the victim.,non-entailment,third,Filler,three,DoubleObjectConstruction_implausible,
The girlfriend identified the teenager and the baroness infuriated the usher after the author posted the manuscript the publisher.,The teenager identified the girlfriend.,non-entailment,third,Filler,three,DoubleObjectConstruction_implausible,
The proofreader asked the jockey but the gambler framed the dairyman and the manager promised the promotion the employee.,The jockei asked the proofreader.,non-entailment,third,Filler,three,DoubleObjectConstruction_implausible,
The sportscaster neglected the dairyman but the neighbor inspired the grandson when the seller refunded the price the buyer.,The dairyman neglected the sportscaster.,non-entailment,third,Filler,three,DoubleObjectConstruction_implausible,
The renegade quoted the signatory but the chief enticed the executive because the operator relayed the message the recipient.,The signatori quoted the renegade.,non-entailment,third,Filler,three,DoubleObjectConstruction_implausible,
The go-between distressed the mercenary but the trendsetter snubed the governor after the debtor repaid the loan the lender.,The mercenari distressed the go-between.,non-entailment,third,Filler,three,DoubleObjectConstruction_implausible,
The gambler rejected the weaver when the opponent healed the interviewer and the salesperson sold the product the customer.,The weaver rejected the gambler.,non-entailment,third,Filler,three,DoubleObjectConstruction_implausible,
The machinist mentioned the proctor when the heretic hurted the ranger but the company sent the package the recipient.,The proctor mentioned the machinist.,non-entailment,third,Filler,three,DoubleObjectConstruction_implausible,
The scout outraged the dealer when the pacifist baffled the striker because the waiter served the meal the diners.,The dealer outraged the scout.,non-entailment,third,Filler,three,DoubleObjectConstruction_implausible,
The mode fancied the deputy when the telemarketer notified the poacher after the retailer shipped the order the customer.,The deputi fancied the mode.,non-entailment,third,Filler,three,DoubleObjectConstruction_implausible,
The forester strangled the censor because the warrior introduced the surgeon and the guide showed the map the tourists.,The censor strangled the forester.,non-entailment,third,Filler,three,DoubleObjectConstruction_implausible,
The stonecutter noticed the plaintiff because the butler aggravated the cobbler but the child slipped the note the girl.,The plaintiff noticed the stonecutter.,non-entailment,third,Filler,three,DoubleObjectConstruction_implausible,
The authorities fancied the hypnotist because the counterfeiter flustered the refugee when the smuggler smuggled the contraband the guy.,The hypnotist fancied the authorities.,non-entailment,third,Filler,three,DoubleObjectConstruction_implausible,
The coward dismissed the millionnaire because the mode victimized the propagandist after the student took the pen the teacher.,The millionnair dismissed the coward.,non-entailment,third,Filler,three,DoubleObjectConstruction_implausible,
The spaniard appeased the reformer after the sniper deprecated the cinematographer and the instructor taught the lesson the students.,The reformer appeased the spaniard.,non-entailment,third,Filler,three,DoubleObjectConstruction_implausible,
The newcomer cited the rival after the peace-lover perplexed the typesetter but the friend told the joke the audience.,The rival cited the newcomer.,non-entailment,third,Filler,three,DoubleObjectConstruction_implausible,
The chiseler derided the bricklayer after the feminist observed the censor because the trader traded the stocks the investor.,The bricklayer derided the chiseler.,non-entailment,third,Filler,three,DoubleObjectConstruction_implausible,
The chaplain cheated the umpire after the toolmaker contradicted the culprit when the author wrote the book the readers.,The umpir cheated the chaplain.,non-entailment,third,Filler,three,DoubleObjectConstruction_implausible,
The manager allocated the tasks to the employees and the geologist respected the cabbie but the ranger scared the mover.,The cabbi respected the geologist.,non-entailment,first,Filler,three,DativeConstruction_plausible,
The lady assigned the project to the assistant and the aristocrat awed the accuser when the landscaper beated the grandson.,The accuser awed the aristocrat.,non-entailment,first,Filler,three,DativeConstruction_plausible,
The committee awarded the trophy to the athlete and the flutist distracted the actuary because the steward photographed the mode.,The actuari distracted the flutist.,non-entailment,first,Filler,three,DativeConstruction_plausible,
The boy brought the souvenir to the friend and the performer approved the agnostic after the crusader defended the socialist.,The agnostic approved the performer.,non-entailment,first,Filler,three,DativeConstruction_plausible,
The colleague emailed the agenda to the team but the fool mollified the matador and the storekeeper eyed the evangelist.,The matador mollified the fool.,non-entailment,first,Filler,three,DativeConstruction_plausible,
