ItemID,Context,Question,Correct_answer,Target_sentence_position,Experimental_or_filler,Number_of_propositions,Condition
13527,The technician fixed the computer the friend but the rustler goaded the niece because the buyer distressed the zoologist.,Did the niece goad the rustler?,No,first,Filler,three,BenefactiveDoubleObjectConstruction_implausible
13528,The girl found the toy the cat but the general peeved the protestor after the pharmacist fancied the barrister.,Did the protestor peeve the general?,No,first,Filler,three,BenefactiveDoubleObjectConstruction_implausible
13529,The gardener grew the vegetables the family when the fanatic acknowledged the survivor and the planner defeated the suspect.,Did the survivor acknowledge the fanatic?,No,first,Filler,three,BenefactiveDoubleObjectConstruction_implausible
13530,The tailor made the dress the sister when the archivist noticed the oncologist but the gourmand swindled the acrobat.,Did the oncologist notice the archivist?,No,first,Filler,three,BenefactiveDoubleObjectConstruction_implausible
13531,The customer ordered the meal the waiter when the lyricist chastised the ceo because the busdriver tested the scavenger.,Did the CEO chastise the lyricist?,No,first,Filler,three,BenefactiveDoubleObjectConstruction_implausible
13532,The artist painted the picture the niece when the dog beated the coward after the pacifist notified the draftsman.,Did the coward beat the dog?,No,first,Filler,three,BenefactiveDoubleObjectConstruction_implausible
13533,The florist picked the flower the kid because the zealot visited the interviewer and the skier understanded the warrior.,Did the interviewer visit the zealot?,No,first,Filler,three,BenefactiveDoubleObjectConstruction_implausible
13534,The chef prepared the meal the guest because the landlady tickled the socialite but the opponent avoided the linguist.,Did the socialite tickle the landlady?,No,first,Filler,three,BenefactiveDoubleObjectConstruction_implausible
13535,The landlord rented the movie the cousin because the rabbi photographed the custodian when the flora startled the geologist.,Did the custodian photograph the rabbi?,No,first,Filler,three,BenefactiveDoubleObjectConstruction_implausible
13536,The organizer reserved the seat the parent because the spokeswoman tested the bidder after the newscaster invited the brewer.,Did the bidder test the spokeswoman?,No,first,Filler,three,BenefactiveDoubleObjectConstruction_implausible
13537,The baker rolled the dough the child after the german respected the jester and the patron agitated the american.,Did the jester respect the German?,No,first,Filler,three,BenefactiveDoubleObjectConstruction_implausible
13538,The conservationist saved the nest the bird after the opponent recognized the grocer but the sinner haunted the passenger.,Did the grocer recognize the opponent?,No,first,Filler,three,BenefactiveDoubleObjectConstruction_implausible
13539,The owner secured the leash the dog after the scavenger contradicted the optimist because the sniper alienated the patrolman.,Did the optimist contradict the scavenger?,No,first,Filler,three,BenefactiveDoubleObjectConstruction_implausible
13540,The educator shaped the lesson the student after the photographer hounded the stenographer when the oracle recognized the sophomore.,Did the stenographer hound the photographer?,No,first,Filler,three,BenefactiveDoubleObjectConstruction_implausible
13541,The dealer signaled the baroness and the thief stole the item the criminal but the grandfather sighted the saleslady.,Did the baroness signal the dealer?,No,second,Filler,three,BenefactiveDoubleObjectConstruction_implausible
13542,The illustrator squeezed the socialite and the roommate washed the dish the friend when the higher-ups wounded the pensioner.,Did the socialite squeeze the illustrator?,No,second,Filler,three,BenefactiveDoubleObjectConstruction_implausible
13543,The pacifist scorned the interpreter and the author wrote the story the child because the weightlifter naged the bishop.,Did the interpreter scorn the pacifist?,No,second,Filler,three,BenefactiveDoubleObjectConstruction_implausible
13544,The butler pated the beautician and the coordinator arranged the accommodations the guest after the chaplain infected the botanist.,Did the beautician pat the butler?,No,second,Filler,three,BenefactiveDoubleObjectConstruction_implausible
13545,The husband soothed the adulterer but the manager assembled the presentation the team and the biologist mortified the mutineer.,Did the adulterer soothe the husband?,No,second,Filler,three,BenefactiveDoubleObjectConstruction_implausible
13546,The loyalist appeased the matador but the chef grilled the burger the family when the ringleader exasperated the sharecropper.,Did the matador appease the loyalist?,No,second,Filler,three,BenefactiveDoubleObjectConstruction_implausible
13547,The miner scared the taxi-driver but the volunteer knit the blanket the dog because the partner cited the wholesaler.,Did the taxi-driver scare the miner?,No,second,Filler,three,BenefactiveDoubleObjectConstruction_implausible
13548,The tramp startled the wench but the student earned the scholarship the sister after the coward enticed the backstabber.,Did the wench startle the tramp?,No,second,Filler,three,BenefactiveDoubleObjectConstruction_implausible
13549,The columnist assuaged the hypnotist when the hostess served the tea the guest and the miser fascinated the canadian.,Did the hypnotist assuage the columnist?,No,second,Filler,three,BenefactiveDoubleObjectConstruction_implausible
13550,The informer infected the partner when the teacher arranged the desks the students but the infantryman tickled the surgeon.,Did the partner infect the informer?,No,second,Filler,three,BenefactiveDoubleObjectConstruction_implausible
13551,The bishop commended the appraiser when the carpenter assembled the dollhouse the children because the physicist consulted the electrician.,Did the appraiser commend the bishop?,No,second,Filler,three,BenefactiveDoubleObjectConstruction_implausible
13552,The wholesaler outraged the violinist when the baker baked the cookies the friends after the merchant escorted the motorcyclist.,Did the violinist outrage the wholesaler?,No,second,Filler,three,BenefactiveDoubleObjectConstruction_implausible
13553,The executive recognized the immigrant because the clerk booked the room the tourists and the waitress identified the wholesaler.,Did the immigrant recognize the executive?,No,second,Filler,three,BenefactiveDoubleObjectConstruction_implausible
13554,The restaurateur identified the communist because the chef boiled the water the cat but the adjuster enticed the custodian.,Did the communist identify the restaurateur?,No,second,Filler,three,BenefactiveDoubleObjectConstruction_implausible
13555,The maverick intrigued the stableman because the architect built the treehouse the family when the chairman blamed the songwriter.,Did the stableman intrigue the maverick?,No,second,Filler,three,BenefactiveDoubleObjectConstruction_implausible
13556,The typesetter repulsed the weaver because the uncle bought the toy the nephew after the skier noted the trendsetter.,Did the weaver repulse the typesetter?,No,second,Filler,three,BenefactiveDoubleObjectConstruction_implausible
13557,The creditor buged the authorities after the artist carved the sculpture the kids and the venture filmed the murderer.,Did the authorities bug the creditor?,No,second,Filler,three,BenefactiveDoubleObjectConstruction_implausible
