ItemID,Context,Question,Correct_answer,Target_sentence_position,Experimental_or_filler,Number_of_propositions,Condition,plausibility,gold_label
11626,The deacon spooked the sommelier but the passenger befriended the organist when the environment protected the man.,Did the man protect the environment?,No,third,Experimental,three,Transitive,implausible,No
11627,The telemarketer welcomed the poser but the arbitrator affronted the cobbler because the sandbag punched the boxer.,Did the boxer punch the sandbag?,No,third,Experimental,three,Transitive,implausible,No
11628,The delivery disparaged the zealot but the trickster spooked the sorcerer after the magazine read the boy.,Did the boy read the magazine?,No,third,Experimental,three,Transitive,implausible,No
11629,The concierge strangled the workaholic when the jock shoved the hairdresser and the wood sawed the carpenter.,Did the carpenter saw the wood?,No,third,Experimental,three,Transitive,implausible,No
11630,The commoner dismissed the professor when the passenger deceived the encroacher but the life saved the firefighter.,Did the firefighter save the life?,No,third,Experimental,three,Transitive,implausible,No
11631,The jester belittled the skater when the shopper eyed the merchant because the window shattered the vandal.,Did the vandal shatter the window?,No,third,Experimental,three,Transitive,implausible,No
11632,The academic heared the wench when the veteran ruined the solicitor after the sail slashed the pirate.,Did the pirate slash the sail?,No,third,Experimental,three,Transitive,implausible,No
11633,The commoner yelled the entertainer because the rustler quized the strategist and the bread sliced the chef.,Did the chef slice the bread?,No,third,Experimental,three,Transitive,implausible,No
11634,The communist humiliated the bride because the defender soothed the refugee but the toy smashed the child.,Did the child smash the toy?,No,third,Experimental,three,Transitive,implausible,Yes
11635,The respondent isolated the pacifist because the donor followed the pensioner when the ball squashed the squash player.,Did the player squash the ball?,No,third,Experimental,three,Transitive,implausible,Yes
11636,The heretic backed the impostor because the champion jinxed the conman after the idea suggested the boxer.,Did the boxer suggest the idea?,No,third,Experimental,three,Transitive,implausible,Yes
11637,The immigrant tested the mayor after the censor intrigued the newcomer and the class skipped the student.,Did the student skip the class?,No,third,Experimental,three,Transitive,implausible,Yes
11638,The mode persuaded the tenor after the photographer flustered the exporter but the canvas touched the artist.,Did the artist touch the canvas?,No,third,Experimental,three,Transitive,implausible,Yes
11639,The gnome alienated the illustrator after the patriot maddened the tenor because the knife used the chef.,Did the chef use the knife?,No,third,Experimental,three,Transitive,implausible,No
11640,The spokeswoman spoted the blonde after the capitalist compensated the protagonist when the water wasted the person.,Did the person waste the water?,No,third,Experimental,three,Transitive,implausible,No
11641,The bookshelf assembled the carpenter and the underwriter infected the passenger but the umpire faced the mover.,Did the carpenter assemble the bookshelf?,No,first,Experimental,three,Transitive,implausible,No
11642,The mat bent the instructor and the gnome exposed the salesman when the custodian applauded the mapmaker.,Did the instructor bend the mat?,No,first,Experimental,three,Transitive,implausible,No
11643,The chocolate bit the child and the wholesaler reassured the branch because the dog delighted the veteran.,Did the child bite the chocolate?,No,first,Experimental,three,Transitive,implausible,Yes
11644,The cocktail blended the bartender and the authorities agitated the organist after the infantryman saluted the pollster.,Did the bartender blend the cocktail?,No,first,Experimental,three,Transitive,implausible,No
11645,The statue carved the girl but the sorcerer accused the spy and the equestrian undermined the conman.,Did the girl carve the statue?,No,first,Experimental,three,Transitive,implausible,No
11646,The onions chopped the chef but the sharecropper noticed the bookbinder when the chiseler scorned the parachutist.,Did the chef chop the onions?,No,first,Experimental,three,Transitive,implausible,No
11647,The windows cleaned the cleaner but the treasurer interviewed the rustler because the trendsetter begrudged the miser.,Did the cleaner clean the windows?,No,first,Experimental,three,Transitive,implausible,No
11648,The coins collected the collector but the editor swindled the anesthesiologist after the striker replaced the grouch.,Did the collector collect the coins?,No,first,Experimental,three,Transitive,implausible,No
11649,The fabric cut the tailor when the typist applauded the cobbler and the commentator photographed the dramatist.,Did the tailor cut the fabric?,No,first,Experimental,three,Transitive,implausible,No
11650,The monument described the guide when the patron baffled the pollster but the shrink infected the embezzler.,Did the guide describe the monument?,No,first,Experimental,three,Transitive,implausible,No
11651,The facility destroyed the crew when the train sickened the aristocrat because the bachelor observed the warlord.,Did the crew destroy the facility?,No,first,Experimental,three,Transitive,implausible,No
11652,The logo designed the designer when the mutineer extoled the geographer after the jeweler awed the strategist.,Did the designer design the logo?,No,first,Experimental,three,Transitive,implausible,No
11653,The button pushed the student because the soundman fascinated the weatherman and the delinquent plagiarized the broker.,Did the student push the button?,No,first,Experimental,three,Transitive,implausible,No
11654,The landscape drew the artist because the stuntman goaded the concierge but the conservator awaited the extremist.,Did the artist draw the landscape?,No,first,Experimental,three,Transitive,implausible,No
11655,The lines memorized the lines because the teenager shoved the trustee when the drug backed the ranger.,Did the boy memorize the lines?,No,first,Experimental,three,Transitive,implausible,No
11656,The plate flattened the ironworker because the spiritual hurted the entomologist after the flutist buged the lithographer.,Did the ironworker flatten the plate?,No,first,Experimental,three,Transitive,implausible,Yes
11657,The crane folded the artist after the flora affronted the culprit and the postdoc cheated the skier.,Did the artist fold the crane?,No,first,Experimental,three,Transitive,implausible,No
11658,The metal hammered the blacksmith after the choreographer contradicted the veteran but the fanatic tailgated the clown.,Did the blacksmith hammer the metal?,No,first,Experimental,three,Transitive,implausible,Yes
11659,The computer hacked the kid after the taxi-driver defeated the cinematographer because the adjuster addressed the skier.,Did the kid hack the computer?,No,first,Experimental,three,Transitive,implausible,No
11660,The bag hit the lady after the passenger seduced the mayor when the bishop ridiculed the optimist.,Did the lady hit the bag?,No,first,Experimental,three,Transitive,implausible,No
